alpha,seed,rejected_empty_client,empty_client_ids,fedartml_hd,hd_pairwise_mean,hd_pairwise_rms,zero_cells,size_min,size_max,size_max_min_ratio,mean_absent_classes_per_client,target_hd,hd_condition
1.0,5022,False,,0.39982032248289867,0.3635405000629571,0.39982032248289867,15,759446,4972606,6.54767554243488,3.0,0.25,hd_0p25
1.0,5023,False,,0.3128004837347562,0.2807207836945328,0.3128004837347562,12,1488481,4633636,3.112996403716272,2.4,0.25,hd_0p25
1.0,5024,False,,0.40790421184465026,0.33560578898900145,0.40790421184465014,18,1755226,3489397,1.9880043937361913,3.6,0.25,hd_0p25
1.0,5025,False,,0.5988656409600861,0.526145020819188,0.5988656409600861,12,143813,5178444,36.00817728578084,2.4,0.25,hd_0p25
1.0,5026,False,,0.5326375103365032,0.4806644620282424,0.5326375103365032,15,548272,6203176,11.31404850147372,3.0,0.25,hd_0p25
1.0,5027,False,,0.29995689323315655,0.26403630129320355,0.29995689323315655,6,1188610,6661170,5.604167893589992,1.2,0.25,hd_0p25
1.0,5028,False,,0.5894414092761455,0.5417519115993432,0.5894414092761454,11,296466,6489233,21.888624665222995,2.2,0.25,hd_0p25
1.0,5029,False,,0.29817855008550065,0.2752198530849629,0.2981785500855006,6,1219269,4952354,4.061740272245091,1.2,0.25,hd_0p25
1.5,5000,False,,0.47217426424204645,0.4165395767096296,0.4721742642420464,12,830418,5714596,6.881589753593973,2.4,0.25,hd_0p25
1.5,5001,False,,0.2568220120325635,0.2307588526405052,0.25682201203256344,6,1124436,5876475,5.226153378226951,1.2,0.25,hd_0p25
1.5,5002,False,,0.2961979644745166,0.26542604454015034,0.2961979644745165,16,2013557,3005200,1.4924832026111006,3.2,0.25,hd_0p25
1.5,5003,False,,0.3817022044938886,0.3417249090875584,0.3817022044938886,12,1269859,6144494,4.838721464351554,2.4,0.25,hd_0p25
1.5,5004,False,,0.362007953466446,0.2915165194433774,0.36200795346644593,18,2032201,3174509,1.5621038470111963,3.6,0.25,hd_0p25
1.5,5005,False,,0.42265594840068715,0.38430671487792195,0.4226559484006871,14,674802,5161677,7.649172646198441,2.8,0.25,hd_0p25
1.5,5006,False,,0.2507726733675929,0.2250132848835639,0.25077267336759285,3,1066793,5767880,5.406747138385797,0.6,0.25,hd_0p25
1.5,5007,False,,0.5078865851904021,0.4563751083185328,0.5078865851904021,15,372825,5367187,14.395995440219941,3.0,0.25,hd_0p25
1.5,5008,False,,0.3831853513229847,0.3351414292637049,0.38318535132298465,13,712772,4492090,6.302281795581195,2.6,0.25,hd_0p25
1.5,5009,False,,0.3429337576771108,0.31124369830636,0.34293375767711076,12,1234974,4772851,3.864738043068113,2.4,0.25,hd_0p25
1.5,5010,False,,0.39048487291676437,0.33914066483784466,0.3904848729167643,9,1190091,4398126,3.6956215953233826,1.8,0.25,hd_0p25
1.5,5011,False,,0.4882053683239606,0.44343981252156456,0.48820536832396055,6,516208,7560203,14.645652527663268,1.2,0.25,hd_0p25
1.5,5012,False,,0.37278873567517395,0.3309457603948236,0.37278873567517395,12,631447,3994992,6.326725758456371,2.4,0.25,hd_0p25
1.5,5013,False,,0.31495744055065006,0.2841050632141191,0.31495744055065,14,1448783,3488235,2.407700117961075,2.8,0.25,hd_0p25
1.5,5014,False,,0.4362358593685898,0.35250353128986206,0.4362358593685898,18,1424133,3744870,2.6295788384933148,3.6,0.25,hd_0p25
1.5,5015,False,,0.43733041727059835,0.39092495017899154,0.4373304172705983,12,675804,5491194,8.125423939485414,2.4,0.25,hd_0p25
1.5,5016,False,,0.34290320089615123,0.3223003579128644,0.34290320089615123,6,1034920,6235522,6.025124647315734,1.2,0.25,hd_0p25
1.5,5017,False,,0.39246354996755517,0.3568768279787587,0.39246354996755517,12,1133733,4734608,4.176122596766611,2.4,0.25,hd_0p25
1.5,5018,False,,0.47529442335877115,0.4187365584542995,0.47529442335877115,12,727324,5588524,7.683678800644555,2.4,0.25,hd_0p25
1.5,5019,False,,0.2632953387125192,0.2431464364477991,0.2632953387125192,5,1628457,5159936,3.1686043905365633,1.0,0.25,hd_0p25
1.5,5020,False,,0.4053980249155037,0.357285215039094,0.40539802491550364,11,1430013,4399901,3.076825875009528,2.2,0.25,hd_0p25
1.5,5021,False,,0.3884931238513989,0.34028987714245673,0.38849312385139884,11,1107970,5303209,4.786419307381969,2.2,0.25,hd_0p25
1.5,5022,False,,0.37760135429084896,0.3373130538024045,0.37760135429084896,11,869325,4828106,5.553856152762201,2.2,0.25,hd_0p25
1.5,5023,False,,0.28792390597504997,0.25768453696422394,0.2879239059750499,14,2415919,2832503,1.1724329333889092,2.8,0.25,hd_0p25
1.5,5024,False,,0.2638642434465274,0.2545699875379001,0.2638642434465274,9,1103855,4740306,4.294319453189051,1.8,0.25,hd_0p25
1.5,5025,False,,0.38444403927275156,0.3417179172696679,0.38444403927275156,12,753092,4430919,5.883635731092616,2.4,0.25,hd_0p25
1.5,5026,False,,0.3217830551350161,0.3038431829463871,0.321783055135016,9,731904,5723154,7.8195419071353625,1.8,0.25,hd_0p25
1.5,5027,False,,0.33934151160671644,0.311301147187821,0.33934151160671644,15,976769,3849567,3.941123233845464,3.0,0.25,hd_0p25
1.5,5028,False,,0.26605273989368344,0.25315849224166276,0.26605273989368344,9,1470323,4414369,3.002312417067542,1.8,0.25,hd_0p25
1.5,5029,False,,0.4964947480369846,0.45160328636446695,0.4964947480369846,9,516140,6947811,13.46109776417251,1.8,0.25,hd_0p25
2.5,5000,False,,0.39822744114632064,0.3517108393282452,0.39822744114632064,12,1002917,5070923,5.056174140033522,2.4,0.25,hd_0p25
2.5,5001,False,,0.2282262350697796,0.19879880457358662,0.2282262350697796,6,1488895,4926037,3.3085187336917645,1.2,0.25,hd_0p25
2.5,5002,False,,0.28857558170552766,0.2644786691613675,0.28857558170552766,17,2273489,2841366,1.2497821630102455,3.4,0.25,hd_0p25
2.5,5003,False,,0.33156324498986406,0.29509274774925837,0.33156324498986406,12,1661693,5110080,3.075225086703741,2.4,0.25,hd_0p25
2.5,5004,False,,0.3357631210379262,0.2883168170655586,0.33576312103792616,19,2259596,2960241,1.310075340901648,3.8,0.25,hd_0p25
2.5,5005,False,,0.35749777961602963,0.32409268349009335,0.3574977796160296,14,1021198,4469530,4.376751619176693,2.8,0.25,hd_0p25
2.5,5006,False,,0.21742268490866176,0.1858379312908876,0.21742268490866176,5,1461059,4707727,3.2221333977614868,1.0,0.25,hd_0p25
2.5,5007,False,,0.4985084296363433,0.42075810161543403,0.49850842963634323,14,846826,4731380,5.587192646423232,2.8,0.25,hd_0p25
2.5,5008,False,,0.33474319511466577,0.3046294712291801,0.33474319511466577,11,1290826,3965662,3.072189435291821,2.2,0.25,hd_0p25
2.5,5009,False,,0.30851578183510137,0.27400721062827355,0.30851578183510137,11,1579944,4177454,2.644051941081456,2.2,0.25,hd_0p25
2.5,5010,False,,0.33644345232831235,0.2932094275219293,0.3364434523283123,11,1572841,3917012,2.4904055781862247,2.2,0.25,hd_0p25
