round,val_loss,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,macro_pr_auc,worst_class_f1,worst_class_recall,precision_c0,recall_c0,f1_c0,support_c0,predicted_count_c0,precision_c1,recall_c1,f1_c1,support_c1,predicted_count_c1,precision_c2,recall_c2,f1_c2,support_c2,predicted_count_c2,precision_c3,recall_c3,f1_c3,support_c3,predicted_count_c3,precision_c4,recall_c4,f1_c4,support_c4,predicted_count_c4,precision_c5,recall_c5,f1_c5,support_c5,predicted_count_c5,precision_c6,recall_c6,f1_c6,support_c6,predicted_count_c6,train_loss_client_0,train_accuracy_client_0,train_samples_client_0,train_batches_client_0,update_l2_client_0,train_seconds_client_0,train_loss_client_1,train_accuracy_client_1,train_samples_client_1,train_batches_client_1,update_l2_client_1,train_seconds_client_1,train_loss_client_2,train_accuracy_client_2,train_samples_client_2,train_batches_client_2,update_l2_client_2,train_seconds_client_2,train_loss_client_3,train_accuracy_client_3,train_samples_client_3,train_batches_client_3,update_l2_client_3,train_seconds_client_3,train_loss_client_4,train_accuracy_client_4,train_samples_client_4,train_batches_client_4,update_l2_client_4,train_seconds_client_4,round_train_seconds,aggregation_seconds,fl_round_seconds,validation_seconds,round_total_seconds,round_orchestration_seconds
1,0.625095339597623,0.8248259609941359,0.6557598228526734,0.5067970018399672,0.6557598228526734,0.520546503883475,0.8851414187676911,0.7078539288069676,0.0,0.0,0.9860553695938516,0.8175158846407397,0.8939108182009395,2495335,2068825,0.1257553486852849,0.9957969608794052,0.2233097698024288,6186,48984,0.6274652273199086,0.9998897281799636,0.7710623099980867,18137,28902,0.8354735184643554,0.9999280713532176,0.9103331157817994,208540,249589,0.9718542748791316,0.7448071625344352,0.8433159959138795,72600,55639,0.0,0.0,0.0,19740,351693,0.0009752739372382,0.0323809523809523,0.0018935174871909,525,17431,0.5659777522087097,0.3935071229934692,2651004,648,5.302876907877831,1.7267098547890782,0.571245014667511,0.3975750207901001,2651004,648,5.3396299329141454,1.397821918129921,0.5701421499252319,0.4036564230918884,2651002,648,5.372993633986851,1.3344909399747849,0.5745470523834229,0.3977991640567779,2651001,648,5.390633896806535,1.3216498009860516,0.5729928016662598,0.3960784673690796,2651000,648,5.379917889042883,1.3406538348644972,7.121326348744333,0.0156985772773623,7.137024926021695,4.14648234192282,11.283507267944517,2.563625610433519
2,0.6238854620204196,0.6755233754084896,0.6328684885831783,0.4422715046573738,0.6328684885831783,0.4535490311613431,0.7549025267814867,0.7084898519678695,0.0,0.0,0.9825541022534412,0.6486884526526498,0.7814552143963546,2495335,1647436,0.1553694407305567,0.995635305528613,0.2687935060117398,6186,39641,0.6422424478521089,0.9998897281799636,0.7821192909820158,18137,28237,0.323712406044217,0.9999568428119304,0.4890926276435807,208540,644186,0.9908513713794302,0.7459090909090909,0.8511076359692895,72600,54653,0.0,0.0,0.0,19740,388973,0.0011707643418631,0.04,0.0022749431264218,525,17937,0.4062327146530151,0.4402724206447601,2651004,648,1.6949691968722194,1.275633948855102,0.4032729268074035,0.4443739056587219,2651004,648,1.6225510022206493,1.3321499628946183,0.4044188559055328,0.4449129104614258,2651002,648,1.803081892248634,1.328918095678091,0.4097779989242553,0.436220109462738,2651001,648,1.807855971828771,1.3560903733596206,0.4028776288032532,0.440143346786499,2651000,648,1.8566755052252049,1.3411810249090197,6.633973405696452,0.0611179694533348,6.6950913751497865,4.175625577569008,10.870716952718794,0.0235787397250533
3,0.6282061435826688,0.6926906630585705,0.6513526476862178,0.446424414171852,0.6513526476862178,0.4680167230849248,0.7694830622821367,0.6232278797810726,0.0,0.0,0.9875540922646946,0.6649684310924184,0.79477560646868,2495335,1680231,0.156192119351483,0.9951503394762368,0.270005921182482,6186,39413,0.6503496503496503,0.9998897281799636,0.788101342836035,18137,27885,0.3358911569009682,0.9997650330871776,0.502842327404281,208540,620710,0.9941472644474376,0.8539807162534435,0.9187487033579324,72600,62364,0.0,0.0,0.0,19740,361773,0.00083661588873,0.0457142857142857,0.0016431603450636,525,28687,0.3840299248695373,0.4381951093673706,2651004,648,1.260760360183465,1.373927458189428,0.3849871456623077,0.4366251230239868,2651004,648,1.3468943578487622,1.3821938810870051,0.3844346404075622,0.4452655911445617,2651002,648,1.4057082607934146,1.314112207852304,0.3872097432613373,0.4387750029563904,2651001,648,1.4276404457531595,1.3491773875430226,0.3868852853775024,0.44486004114151,2651000,648,1.5164287819360207,1.3335055215284228,6.752916456200182,0.0115827899426221,6.764499246142805,4.1326294438913465,10.897128690034153,0.0379171473905444
4,0.6185398277103906,0.6795250584620053,0.649445143253241,0.4459920086508327,0.649445143253241,0.4659132069272265,0.7593185722265308,0.7062577998769409,0.0,0.0,0.987278933426824,0.6500305570193982,0.7839220120248055,2495335,1642944,0.1563706563706563,0.9951503394762368,0.270272643456118,6186,39368,0.6532075063934013,0.9998897281799636,0.7901960784313725,18137,27763,0.3285140144658339,0.9999040951376236,0.4945468689410478,208540,634737,0.995368070136073,0.855426997245179,0.9201069685094784,72600,62393,0.0,0.0,0.0,19740,393939,0.0012048797630403,0.0457142857142857,0.0023478771277636,525,19919,0.3713603913784027,0.4413022398948669,2651004,648,1.0388071485423254,1.354033563286066,0.3731853365898132,0.4381841719150543,2651004,648,1.2202427012929846,1.2993852896615865,0.3743245601654053,0.4448797106742859,2651002,648,1.380839144344053,1.3145745070651174,0.3749343454837799,0.4373544156551361,2651001,648,1.09575502039841,1.3482091892510653,0.3681488931179046,0.4413455128669739,2651000,648,1.1218207744182132,1.3543502744287252,6.67055282369256,0.0678668925538659,6.738419716246426,4.108983354642987,10.847403070889412,0.017449545674026
5,0.6087485789358266,0.5808810366872346,0.6634054183772177,0.4684640920979442,0.6634054183772177,0.4709929372005247,0.7033505089627139,0.6233328596561494,0.0,0.0,0.9864009718062724,0.6062444521477076,0.7509519793376676,2495335,1533639,0.5516129032258065,0.9951503394762368,0.7097890003459011,6186,11160,0.655142516527582,0.9998897281799636,0.7916102841677943,18137,27681,0.0867898486197684,0.1869473482305552,0.1185453218597014,208540,449200,0.9966466643134486,0.8556060606060606,0.920756562856677,72600,62326,0.0,0.0,0.0,19740,539372,0.0026557401927308,1.0,0.0052974118359315,525,197685,0.3660622239112854,0.4397733807563782,2651004,648,0.9124555660845652,1.2530802078545094,0.365157276391983,0.4421607851982116,2651004,648,0.9003361608692028,1.3021904174238443,0.3634655475616455,0.4414040446281433,2651002,648,0.938894120903949,1.3160498458892107,0.3672961890697479,0.4380345344543457,2651001,648,0.9431513935655422,1.3548597935587168,0.3616369962692261,0.4454866051673889,2651000,648,0.9410928925865468,1.4329005489125848,6.659080813638866,0.0978956175968051,6.756976431235671,4.173904459923506,10.930880891159177,0.0238824198022484
6,0.6337521468713299,0.6450639351194922,0.6439106147059147,0.447517651462271,0.6439106147059147,0.4632198546439667,0.734144006619678,0.6233206201475114,0.0,0.0,0.9864869498496142,0.611061841396045,0.754661811134103,2495335,1545691,0.1564779746320632,0.9951503394762368,0.2704329299097239,6186,39341,0.6553555941023417,0.9998897281799636,0.7917658102119671,18137,27672,0.3366096261345825,0.9999520475688116,0.5036707119574997,208540,619501,0.9971746424156808,0.8556060606060606,0.9209818152165048,72600,62293,0.0,0.0,0.0,19740,480302,0.0005187731016146,0.0457142857142857,0.0010259040779687,525,46263,0.3591393530368805,0.4390117824077606,2651004,648,0.8441200721029043,1.4209157386794686,0.3618155121803283,0.44049271941185,2651004,648,0.9477558283366267,1.3730059377849102,0.3571338057518005,0.4420943558216095,2651002,648,0.9816854720425088,1.40173558332026,0.3603465557098388,0.4361171424388885,2651001,648,1.1339550584738078,1.3275464065372944,0.3564977645874023,0.4427359402179718,2651000,648,0.9863829658860958,1.3625002466142178,6.885703912936151,0.0248684594407677,6.910572372376919,4.265706414356828,11.176278786733748,0.0181407574564218
7,0.6332738655257172,0.6592086032818125,0.6460236792648976,0.505389339176969,0.6460236792648976,0.5286658425355563,0.7454824611787304,0.6229225928762393,0.0,0.0,0.9868283472432612,0.627086944237948,0.7668645015343004,2495335,1585678,0.568158744808491,0.9951503394762368,0.7233417543035074,6186,10835,0.6533722438391699,0.9998897281799636,0.7903166060183471,18137,27756,0.3316048416847943,0.9999856142706436,0.4980511385076879,208540,628872,0.9967217856626333,0.8543388429752066,0.9200542909908106,72600,62229,0.0,0.0,0.0,19740,482603,0.001039411000433,0.0457142857142857,0.0020326063942409,525,23090,0.3569661378860473,0.4423754215240478,2651004,648,0.8551754037551944,1.3153981072828174,0.3570112884044647,0.4365598857402801,2651004,648,0.9115559430343956,1.3255904475226998,0.3524220883846283,0.441863864660263,2651002,648,0.743983995043357,1.351744195446372,0.3567066490650177,0.4387225806713104,2651001,648,0.8592444267833145,1.3808624520897863,0.3508094847202301,0.4357238709926605,2651000,648,0.7401115116100665,1.2916926061734555,6.665287808515132,0.019884823821485,6.6851726323366165,4.217993153259158,10.903165785595776,0.0202152039855718
8,0.6100903140564649,0.641073595307868,0.6432037598463339,0.5046006685952481,0.6432037598463339,0.5263333718116571,0.7323698911008082,0.6221241563424259,0.0,0.0,0.9869720922771548,0.6065618444016535,0.7513609831395206,2495335,1533554,0.5715081723625557,0.9948270287746525,0.725964374188982,6186,10768,0.6354239663629992,0.9998897281799636,0.7770422263641622,18137,28540,0.3394470619263292,0.9998273712477224,0.5068243747462888,208540,614246,0.9979115459379568,0.8556060606060606,0.92129598730413,72600,62247,0.0,0.0,0.0,19740,546226,0.0009418412997409,0.0457142857142857,0.0018456569385165,525,25482,0.3517976105213165,0.4371920824050903,2651004,648,0.7016016974615487,1.3027377258986237,0.3559816479682922,0.4331977665424347,2651004,648,0.9159829465836472,1.345918240956962,0.3501476645469665,0.442274659872055,2651002,648,1.0039682851542084,1.3514671865850687,0.3548720777034759,0.4381182789802551,2651001,648,1.1263365763461417,1.2975086914375424,0.3480010628700256,0.4413108229637146,2651000,648,0.695274456629576,1.3217535512521863,6.619385396130383,0.0917418440803885,6.711127240210772,4.276123625226319,10.98725086543709,0.0143349189311265
9,0.6167020370712076,0.5870903981938723,0.6646741025870136,0.4686719896967087,0.6646741025870136,0.472142948586658,0.7082908528757799,0.6191563858225663,0.0,0.0,0.9871565576012842,0.6131401194629178,0.7564413503209088,2495335,1549896,0.5693275367681065,0.9949886841254444,0.7242454550803082,6186,10811,0.6356021309406982,0.9998897281799636,0.7771754269429386,18137,28532,0.088269579580796,0.1880886160928359,0.1201520586424385,208540,444366,0.997753890582384,0.8566115702479339,0.921811309567924,72600,62330,0.0,0.0,0.0,19740,522756,0.0025942324036922,1.0,0.005175039552088,525,202372,0.3514279127120971,0.4350148141384125,2651004,648,0.776441875649893,1.497663595713675,0.3507757186889648,0.4318099915981293,2651004,648,0.6445881235071235,1.454266421496868,0.349031388759613,0.4385409653186798,2651002,648,0.9809307887154448,1.376255914568901,0.3534370064735412,0.4349719285964966,2651001,648,0.947561189538246,1.3276541456580162,0.3459208309650421,0.4414858520030975,2651000,648,0.6287789010381957,1.3414446655660868,6.997284743003547,0.0803290531039238,7.077613796107471,4.145101552829146,11.222715348936616,0.0281473360955715
10,0.6163712199032706,0.6535323741440726,0.6453760964410371,0.5052976280982812,0.6453760964410371,0.5284755041723547,0.741941926858204,0.6158961036397486,0.0,0.0,0.9873399159564747,0.620604447899781,0.7621501803234798,2495335,1568473,0.5762172284644195,0.9948270287746525,0.7297521641171588,6186,10680,0.6356466876971609,0.9998897281799636,0.7772087342233269,18137,28530,0.3395273185519979,0.9999856142706436,0.5069341637313458,208540,614198,0.9975618363222226,0.8566115702479339,0.9217293355663916,72600,62342,0.0,0.0,0.0,19740,506476,0.0007904096956922,0.0457142857142857,0.0015539512447796,525,30364,0.3494672477245331,0.4356507956981659,2651004,648,0.6288754049505682,1.2944425931200385,0.3490813672542572,0.4357420802116394,2651004,648,0.7585574154581562,1.3083900418132544,0.3442908227443695,0.4394383728504181,2651002,648,0.691520241894719,1.2829162841662765,0.3497976660728454,0.4361676871776581,2651001,648,0.8113507082399112,1.3298181146383286,0.3432994186878204,0.4396642744541168,2651000,648,0.5526620826859637,1.267549466341734,6.483116500079632,0.029098785482347,6.512215285561979,4.146657442674041,10.65887272823602,0.0273194378241896
