epoch,weighted_train_loss,weighted_val_loss,val_accuracy,val_balanced_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,val_worst_class_f1,val_worst_class_f1_id,val_worst_class_f1_name,val_worst_class_recall,val_worst_class_recall_id,val_worst_class_recall_name,val_precision_class0_Benign,val_recall_class0_Benign,val_f1_class0_Benign,val_support_class0_Benign,val_predicted_count_class0_Benign,val_precision_class1_Bot,val_recall_class1_Bot,val_f1_class1_Bot,val_support_class1_Bot,val_predicted_count_class1_Bot,val_precision_class2_BruteForce,val_recall_class2_BruteForce,val_f1_class2_BruteForce,val_support_class2_BruteForce,val_predicted_count_class2_BruteForce,val_precision_class3_DDoS,val_recall_class3_DDoS,val_f1_class3_DDoS,val_support_class3_DDoS,val_predicted_count_class3_DDoS,val_precision_class4_DoS,val_recall_class4_DoS,val_f1_class4_DoS,val_support_class4_DoS,val_predicted_count_class4_DoS,val_precision_class5_Infiltration,val_recall_class5_Infiltration,val_f1_class5_Infiltration,val_support_class5_Infiltration,val_predicted_count_class5_Infiltration,val_precision_class6_Web Attacks,val_recall_class6_Web Attacks,val_f1_class6_Web Attacks,val_support_class6_Web Attacks,val_predicted_count_class6_Web Attacks
11,0.3224445581436157,0.51863694190979,0.7981906111277912,0.7061579133425581,0.6685754123307923,0.7061579133425581,0.565360253247651,0.8783445480396805,0.00805852208269765,6,Web Attacks,0.1961904761904762,6,Web Attacks,0.9999252172515153,0.7876886269779408,0.8812079006883837,2495335,1965694,1.0,0.20869705787261558,0.34532566537381304,6186,1291,0.6614514952589351,1.0,0.7962332901639704,18137,27420,0.9796337050990339,0.8815622902081135,0.9280141745519342,208540,187663,0.9990656573654705,0.8689669421487604,0.9294859517039176,72600,63146,0.03583806423618991,1.0,0.0691962681688403,19740,550811,0.00411374710440131,0.1961904761904762,0.00805852208269765,525,25038
12,0.3210517168045044,0.46477752923965454,0.8196913716567124,0.7917848364692588,0.6690758192406071,0.7917848364692588,0.6510766965136296,0.891833707158873,0.004110011302531082,6,Web Attacks,0.11428571428571428,6,Web Attacks,0.999926913632298,0.8059727451424358,0.8925344612654976,2495335,2011319,0.999604743083004,0.8176527643064986,0.8995198292726303,6186,5060,0.6614514952589351,1.0,0.7962332901639704,18137,27420,0.9806202329390721,0.9358636232857006,0.9577193163248782,208540,199022,0.9992553393751188,0.8687190082644628,0.9294261546169943,72600,63116,0.04057937646725076,1.0,0.07799381264890536,19740,486454,0.0020926339285714285,0.11428571428571428,0.004110011302531082,525,28672
13,0.3208930492401123,0.49875104427337646,0.8066427442421527,0.7102993693563958,0.6699460908767669,0.7102993693563958,0.5600274507895115,0.8841037602760132,0.007120966288083649,6,Web Attacks,0.20659553831231814,1,Bot,0.9999073904880074,0.8048005578409312,0.8918074820905517,2495335,2008433,0.9984375,0.20659553831231814,0.342351995713903,6186,1280,0.6614997446932672,1.0,0.796268247173746,18137,27418,0.9882164765647464,0.7910281001246763,0.8786953881555818,208540,166928,0.9992553393751188,0.8687190082644628,0.9294261546169943,72600,63116,0.03870307448283164,1.0,0.0745219214877203,19740,510037,0.003603110533397186,0.30095238095238097,0.007120966288083649,525,43851
14,0.32211118936538696,0.555324912071228,0.8364485302171557,0.7058284251418261,0.6830132633937712,0.7058284251418261,0.5859688406841963,0.901206818863105,0.062095730918499355,6,Web Attacks,0.045714285714285714,6,Web Attacks,0.9999116677183576,0.8210921579667659,0.9017220254483744,2495335,2049081,1.0,0.20530229550598125,0.3406652360515021,6186,1270,0.6613067891781521,1.0,0.7961284375480104,18137,27426,0.9816829469224432,0.9999712285412871,0.9907426983240887,208540,212425,0.9991920152091255,0.8687190082644628,0.9293987621573828,72600,63120,0.042225231179932106,1.0,0.08102899434151628,19740,467493,0.0967741935483871,0.045714285714285714,0.062095730918499355,525,248
15,0.32093119621276855,0.4902317225933075,0.8256855660437218,0.7796680301761111,0.6694559510685181,0.7796680301761111,0.6386861615118843,0.8956877184087032,0.008056222146040452,6,Web Attacks,0.17904761904761904,6,Web Attacks,0.9998979464169625,0.8166987598859472,0.8990607656811103,2495335,2038145,1.0,0.7012609117361784,0.8244013683010262,6186,4338,0.6614997446932672,1.0,0.796268247173746,18137,27418,0.9798488001475121,0.8918672676704709,0.9337902122478694,208540,189815,0.9993029040384036,0.868801652892562,0.9294940281021817,72600,63119,0.041521443280320224,1.0,0.07973228693121576,19740,475417,0.0041208189031607554,0.17904761904761904,0.008056222146040452,525,22811
16,0.3201049864292145,0.4751989245414734,0.7922081144589823,0.7105697353520698,0.6684348045057339,0.7105697353520698,0.5611928931834607,0.8747907822084356,0.007928642220019821,6,Web Attacks,0.21273844164241837,1,Bot,0.9999189017977278,0.7856367982655635,0.8799199985816625,2495335,1960586,1.0,0.21273844164241837,0.3508397760597174,6186,1316,0.6616445352400409,1.0,0.7963731366220993,18137,27412,0.9786715972123453,0.8249064927591829,0.8952343780492564,208540,175775,0.999287072243346,0.868801652892562,0.9294871794871795,72600,63120,0.0355006600173367,1.0,0.06856714126428916,19740,556046,0.004020865029341448,0.2819047619047619,0.007928642220019821,525,36808
17,0.32036635279655457,0.5617443323135376,0.8173146080041459,0.7028211741578135,0.6692012504209586,0.7028211741578135,0.5753465472393805,0.8894548955196627,0.007766990291262136,6,Web Attacks,0.045714285714285714,6,Web Attacks,0.9999017590148634,0.799450975520321,0.8885110977147173,2495335,1995094,1.0,0.20562560620756548,0.3411102172164119,6186,1272,0.6613791343033221,1.0,0.796180860403863,18137,27423,0.9813876221804954,0.9999904095137624,0.9906016868036472,208540,212493,0.999239724400095,0.8689669421487604,0.9295612774892253,72600,63135,0.038256481217695655,1.0,0.07369370075653639,19740,515991,0.004244031830238726,0.045714285714285714,0.007766990291262136,525,5655
18,0.3209221363067627,0.4787421226501465,0.8678551312040886,0.7834330063571764,0.6714004801645576,0.7834330063571764,0.6417077166223508,0.9207875435735994,0.007232919558205454,6,Web Attacks,0.21142857142857144,6,Web Attacks,0.9999112958293331,0.8673408580411047,0.9289199849007465,2495335,2164498,1.0,0.6795990947300355,0.8092396535129933,6186,4204,0.6613550175029171,1.0,0.7961633853515068,18137,27424,0.9790769534203346,0.8569435120360602,0.9139480292329172,208540,182526,0.9992395075811588,0.8687190082644628,0.9294193063507151,72600,63117,0.05654119143231957,1.0,0.10703073744937186,19740,349126,0.0036793953858393,0.21142857142857144,0.007232919558205454,525,30168
19,0.31982487440109253,0.4851301610469818,0.8263044816794237,0.7193408564481258,0.6694111195160672,0.7193408564481258,0.5712610223088329,0.8958537113748217,0.007962695317826075,6,Web Attacks,0.23666343355965083,1,Bot,0.9999231509660361,0.8238657334586338,0.9033966893956339,2495335,2055979,1.0,0.23666343355965083,0.3827450980392157,6186,1464,0.6611621463983669,1.0,0.7960236125436152,18137,27432,0.9786452665941241,0.8280425817588952,0.8970669215663865,208540,176448,0.9992395075811588,0.8687190082644628,0.9294193063507151,72600,63117,0.042868590613646285,1.0,0.0822128329484379,19740,460477,0.004039174459137941,0.2780952380952381,0.007962695317826075,525,36146
20,0.3199484944343567,0.6432900428771973,0.8625893856322954,0.7205621598260424,0.6712372169224298,0.7205621598260424,0.5720490969133885,0.9172957150485895,0.00832447750619908,6,Web Attacks,0.20061429033301,1,Bot,0.9999169659449043,0.8638371200660432,0.9269091868399513,2495335,2155742,1.0,0.20061429033301,0.3341860778241551,6186,1241,0.6615962646822792,1.0,0.7963381704024061,18137,27414,0.978967100528333,0.8414356957897765,0.9050061503469724,208540,179243,0.9992559877158823,0.8694765840220385,0.9298598375205309,72600,63171,0.05469644029803187,1.0,0.10371977795350475,19740,360901,0.0042277592875775835,0.26857142857142857,0.00832447750619908,525,33351
